编号,经度,纬度,所属行政区,维护联系人,联系人联系方式,联系人所属部门,监控点名称,使用部门,公安业务,摄像机类型,应用场所,分辨率,是否有拾音器,监控点方向,是否有PTZ,安装位置,是否启用,建设类型,初装日期,监控点描述,制造商,监控点型号,接入汇接点名称,汇接点负责人,监控点IP,位置类型,所属行业,警种,使用性质,监控点所属设备名称,监控点主要作用,标注更新日期,标注更新人,20位编码,32位编码,监控点被访问次数,监控点通道号
1787,116.9533,33.63905,,,,,XG171张仙庙路中间路口:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG171张仙庙路中间路口,,,,,55020000000000000011200019400000,2,0
1788,116.9533,33.63905,,,,,XG170张仙庙路中间路口西关大街西段园儿幼儿园东边巷口:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG170张仙庙路中间路口西关大街西段园儿幼儿园东边巷口,,,,,55020000000000000011200019300000,2,0
1789,116.9576,33.63411,,,,,XG160汴河路与大王庙路交叉路口:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG160汴河路与大王庙路交叉路口,,,,,55020000000000000011200019200000,1,0
1790,116.9545,33.62408,,,,,XG147淮河路与宿蒙路交叉口（宿蒙路往北西侧看南）:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG147淮河路与宿蒙路交叉口（宿蒙路往北西侧看南）,,,,,55020000000000000011200019100000,1,0
1791,116.9545,33.62408,,,,,XG146淮河西路英皇路口（宿蒙路与淮河路交口向北）:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG146淮河西路英皇路口（宿蒙路与淮河路交口向北）,,,,,55020000000000000011200019000000,1,0
1792,116.95924,33.62984,,,,,XG144博物馆门口（下关中学对面）:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG144博物馆门口（下关中学对面）,,,,,55020000000000000011200018900000,2,0
1793,116.96469,33.63916,,,,,XG143西关派出所东边向东:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG143西关派出所东边向东,,,,,55020000000000000011200018800000,2,0
1794,116.96469,33.63916,,,,,XG142西关派出所门口看西:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG142西关派出所门口看西,,,,,55020000000000000011200018700000,2,0
1795,116.95992,33.63075,,,,,XG136宿蒙路与人民路交叉口看路口:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG136宿蒙路与人民路交叉口看路口,,,,,55020000000000000011200018600000,1,0
1796,116.95084,33.62406,,,,,XG133英皇俱乐部门口（淮河路与磬云路交口）:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG133英皇俱乐部门口（淮河路与磬云路交口）,,,,,55020000000000000011200018500000,1,0
1797,116.96587,33.65087,,,,,XG120银河二路一小看西:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG120银河二路一小看西,,,,,55020000000000000011200018400000,1,0
1798,116.96587,33.65087,,,,,XG119银河二路一小看东:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG119银河二路一小看东,,,,,55020000000000000011200018300000,2,0
1799,116.96347,33.63421,,,,,XG114汴河路苏果超市东边巷内50米向北:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG114汴河路苏果超市东边巷内50米向北,,,,,55020000000000000011200018200000,1,0
1800,116.96347,33.63421,,,,,XG113汴河路苏果超市东边巷口（向南）:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG113汴河路苏果超市东边巷口（向南）,,,,,55020000000000000011200018100000,2,0
1801,116.96609,33.64497,,,,,XG103李园五巷（周庄巷哆来咪幼儿园东电力杆向西）:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG103李园五巷（周庄巷哆来咪幼儿园东电力杆向西）,,,,,55020000000000000011200018000000,2,0
1802,116.96835,33.64912,,,,,XG102西昌路与银河一路交口:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG102西昌路与银河一路交口,,,,,55020000000000000011200017900000,5,0
1803,116.96835,33.64912,,,,,XG101西昌路中医院门口（看中医院）:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG101西昌路中医院门口（看中医院）,,,,,55020000000000000011200017800000,12,0
1804,,,,,,,YQ214环城东路与环城南路交口（向北）:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.12.214,室内,,,,YQ214环城东路与环城南路交口（向北）,,,,,55030000000000000011200028300000,1,0
1805,116.9758,33.64181,,,,,YQ212小隅口（球）:1,110,,球机,"重要交通路口,",高清(720P-1080P),否,,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ212小隅口（球）,,,,,55030000000000000011200028200000,1,0
1806,116.97799,33.64109,,,,,YQ211城隍庙门口东侧一小对面（向西）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ211城隍庙门口东侧一小对面（向西）,,,,,55030000000000000011200028100000,1,0
1807,116.97962,33.64288,,,,,YQ210药店巷与武道前街交叉口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ210药店巷与武道前街交叉口,,,,,55030000000000000011200028000000,1,0
1808,116.97636,33.64128,,,,,YQ209金鹰旁边巷口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ209金鹰旁边巷口,,,,,55030000000000000011200027900000,1,0
1809,116.98116,33.64407,,,,,YQ208庙中庙附近（玉堂大酒店）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ208庙中庙附近（玉堂大酒店）,,,,,55030000000000000011200027800000,1,0
1810,116.97915,33.64328,,,,,YQ207武道后街与书院巷交叉口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ207武道后街与书院巷交叉口,,,,,55030000000000000011200027700000,1,0
1811,116.97909,33.64328,,,,,YQ206武道后街西头:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ206武道后街西头,,,,,55030000000000000011200027600000,1,0
1812,116.98131,33.63827,,,,,YQ205环城东路与大河南街交口向东（东仙桥街）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ205环城东路与大河南街交口向东（东仙桥街）,,,,,55030000000000000011200027500000,1,0
1813,116.98001,33.63818,,,,,YQ204小河南街与药店巷交叉口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ204小河南街与药店巷交叉口,,,,,55030000000000000011200027400000,1,0
1814,116.97745,33.63788,,,,,YQ203保健巷南头:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ203保健巷南头,,,,,55030000000000000011200027300000,1,0
1815,116.97233,33.63998,,,,,YQ202淮海路与中山西街交口（农行西边向东）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ202淮海路与中山西街交口（农行西边向东）,,,,,55030000000000000011200027200000,1,0
1816,116.97797,33.63914,,,,,YQ200福音堂门口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ200福音堂门口,,,,,55030000000000000011200027100000,1,0
1817,116.97928,33.64073,,,,,YQ199胜利路市委宿舍:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ199胜利路市委宿舍,,,,,55030000000000000011200027000000,1,0
1818,116.9734,33.64127,,,,,YQ198复兴路北头:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ198复兴路北头,,,,,55030000000000000011200026900000,1,0
1819,116.9734,33.63783,,,,,YQ197环城南路与南环小区西区交叉口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ197环城南路与南环小区西区交叉口,,,,,55030000000000000011200026800000,1,0
1820,116.97883,33.63805,,,,,YQ196小河南街与孙巷交叉口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ196小河南街与孙巷交叉口,,,,,55030000000000000011200026700000,1,0
1821,116.97009,33.64002,,,,,YQ195138号小区（中医院南门）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ195138号小区（中医院南门）,,,,,55030000000000000011200026600000,1,0
1822,116.97068,33.63828,,,,,YQ194环城南路与白衣阁巷交口（向南）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ194环城南路与白衣阁巷交口（向南）,,,,,55030000000000000011200026500000,1,0
1823,116.97224,33.63998,,,,,YQ193中医院小区北门:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ193中医院小区北门,,,,,55030000000000000011200026400000,1,0
1824,116.97078,33.63828,,,,,YQ192小河南街西头:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ192小河南街西头,,,,,55030000000000000011200026300000,1,0
1825,116.97075,33.63933,,,,,YQ191大河南街与白衣阁巷交叉口2:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ191大河南街与白衣阁巷交叉口2,,,,,55030000000000000011200026200000,1,0
1826,116.9707,33.63933,,,,,YQ190大河南街与白衣阁巷交叉口1:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ190大河南街与白衣阁巷交叉口1,,,,,55030000000000000011200026100000,1,0
1827,116.97249,33.63998,,,,,YQ189生活小区北门（向西）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ189生活小区北门（向西）,,,,,55030000000000000011200026000000,1,0
1828,116.97259,33.63998,,,,,YQ188生活小区北门:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ188生活小区北门,,,,,55030000000000000011200025900000,1,0
1829,116.96938,33.63913,,,,,YQ187生活小区南门:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ187生活小区南门,,,,,55030000000000000011200025800000,1,0
1830,116.97231,33.63998,,,,,YQ186新苑小区东门:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ186新苑小区东门,,,,,55030000000000000011200025700000,1,0
1831,116.97779,33.63914,,,,,YQ185南环小区北门:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ185南环小区北门,,,,,55030000000000000011200025600000,1,0
1832,116.97433,33.63815,,,,,YQ184南环小区南门:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ184南环小区南门,,,,,55030000000000000011200025500000,2,0
1833,116.96875,33.64212,,,,,YQ183福利楼与泰山小区过道:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ183福利楼与泰山小区过道,,,,,55030000000000000011200025400000,1,0
1834,116.96944,33.64367,,,,,YQ182环城北路凤凰楼与一小过道2:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ182环城北路凤凰楼与一小过道2,,,,,55030000000000000011200025300000,1,0
1835,116.9694,33.64367,,,,,YQ181环城北路凤凰楼与一小过道1:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ181环城北路凤凰楼与一小过道1,,,,,55030000000000000011200025200000,1,0
1836,116.9761,33.63784,,,,,YQ172淮海路与大河南街交叉口3:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ172淮海路与大河南街交叉口3,,,,,55030000000000000011200025100000,1,0
1837,116.97604,33.63784,,,,,YQ171中山西街与西仙桥街东区5交口（向西）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ171中山西街与西仙桥街东区5交口（向西）,,,,,55030000000000000011200025000000,1,0
1838,116.97041,33.64311,,,,,YQ180凤凰北巷东头:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ180凤凰北巷东头,,,,,55030000000000000011200024900000,1,0
1839,116.9753,33.64253,,,,,YQ179宿州宾馆北侧巷口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ179宿州宾馆北侧巷口,,,,,55030000000000000011200024800000,2,0
1840,116.9729,33.64331,,,,,YQ178龙祠巷西头:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ178龙祠巷西头,,,,,55030000000000000011200024700000,1,0
1841,116.9755,33.64336,,,,,YQ177龙飞幼儿园:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ177龙飞幼儿园,,,,,55030000000000000011200024600000,1,0
1842,116.97185,33.63934,,,,,YQ176一小幼儿园:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ176一小幼儿园,,,,,55030000000000000011200024500000,1,0
1843,116.97485,33.63937,,,,,YQ175二幼（向西）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ175二幼（向西）,,,,,55030000000000000011200024400000,1,0
1844,116.98121,33.63766,,,,,YQ174环城东路与环城南路交叉口（向西）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ174环城东路与环城南路交叉口（向西）,,,,,55030000000000000011200024300000,1,0
1845,116.9788,33.63805,,,,,YQ173水巷与环城南路交叉口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ173水巷与环城南路交叉口,,,,,55030000000000000011200024200000,1,0
1846,116.97126,33.63773,,,,,YQ170裕城桥（向南）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ170裕城桥（向南）,,,,,55030000000000000011200024100000,1,0
1847,116.9684,33.63828,,,,,YQ169环城西路与环城南路交叉口（向东）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ169环城西路与环城南路交叉口（向东）,,,,,55030000000000000011200024000000,1,0
1848,116.96838,33.63828,,,,,YQ168环城西路与环城南路交叉口（向北）:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ168环城西路与环城南路交叉口（向北）,,,,,55030000000000000011200023900000,1,0
